Eartag,StrainNameCurrent,DietCode,Sex,AgeAtDeath,C-peptide,Insulin,Leptin,GIP (total),IL-6,MCP-1/CCL-2,Secretin,PP,PYY,Resistin,TNF-alpha,HOMA-IR,BodyWeight,MeanLifespan,Plate
1284,BXD65,CD,F,367,2124.523,2732.154,12100.197,281.254,18.327,174.075,16.761,18.531,NA,18831.878,2.249,29.114,40.71,875,3
1283,BXD65,CD,F,367,552.708,1660.519,11063.036,170.109,34.353,228.947,50.857,25.751,68.687,13946.715,5.466,15.901,33.63,875,3
807,BXD65,CD,F,711,2514.014,1548.896,1744.637,83.009,64.575,75.203,11.836,NA,6.956,11429.689,0.881,8.81,26.42,875,5
808,BXD65,CD,F,711,2314.466,2765.317,NA,227.809,86.772,179.398,NA,2172.784,1770.944,21092.534,7.721,23.494,32.48,875,5
2097,BXD65,CD,F,186,528.085,1367.325,1825.417,108.95,NA,149.888,42.217,NA,149.995,8249.946,6.161,11.814,26.51,875,6
2098,BXD65,CD,F,222,276.512,688.086,689.526,53.224,389.532,227.795,98.989,70.485,101.69,3758.517,5.811,6.787,23.8,875,6
1786,BXD65,CD,F,541,18.039,1333.334,16194.57,659.814,133.909,NA,35.056,NA,350.727,11278.271,13.804,NA,NA,875,7
1787,BXD65,CD,F,541,657.115,1977.245,4485.226,236.981,62.333,149.888,79.139,NA,109.161,8373.827,9.576,NA,NA,875,7
1793,BXD65,CD,F,527,1461.295,3037.501,NA,150.674,24.564,NA,15.402,NA,54.957,19195.354,8.013,NA,NA,875,7
1794,BXD65,CD,F,527,676.201,1593.79,11475.86,202.942,359.167,532.606,11.444,NA,142.93,7610.734,30.388,NA,NA,875,7
1766,BXD65b,CD,F,187,81.265,1385.324,453.49,122.349,NA,23.346,29.277,NA,NA,2366.173,10.375,15.061,26.09,754,2
1710,BXD65b,CD,F,187,86.376,1483.441,218.89,37.439,34.353,223.856,3.151,NA,NA,3877.439,8.939,14.846,41.28,754,2
1410,BXD65b,CD,F,302,66.949,1413.766,61.762,31.847,NA,66.565,1.476,NA,NA,1781.315,7.967,15.676,24.01,754,2
2108,BXD65b,CD,F,748,59.806,708.025,238.707,164.347,NA,NA,6.828,NA,51.645,6395.954,2.531,NA,NA,754,7
2107,BXD65b,CD,F,748,51.76,500.537,279.043,128.357,82.104,NA,46.704,NA,66.831,15955.845,4.158,NA,NA,754,7
1411,BXD65b,CD,F,188,199.01,15927.434,5124.227,566.523,1439.037,370.092,367.812,413.147,662.972,51351.892,63.114,NA,NA,754,1
1412,BXD65b,CD,F,370,841.906,2033.653,6647.674,161.571,58.311,114.643,50.142,43.844,46.696,21370.108,10.815,16.253,29.68,754,1
1413,BXD65b,CD,F,370,1536.449,3792.909,23583.558,254.699,46.21,136.365,163.517,64.036,135.958,46160.838,21.703,32.498,33.33,754,1
1714,BXD65b,CD,F,174,2247.005,6013.063,29094.878,910.498,46.21,388.637,88.697,357.865,313.55,76801.604,30.759,71.868,45.76,754,1
1595,BXD65b,CD,F,415,1203.418,3798.987,33754.477,40.049,64.358,96.864,9.682,102.084,149.035,70118.02,27.6,29.267,44.81,754,1
1596,BXD65b,CD,F,415,557.65,1803.787,1735.812,192.379,52.261,10.285,67.243,71.853,174.123,47271.534,15.846,11.559,24.94,754,1
1714,BXD65b,CD,F,174,2247.005,6013.063,29094.878,910.498,46.21,388.637,88.697,357.865,313.55,76801.604,30.759,71.868,45.76,754,1
1411,BXD65b,CD,F,188,199.01,15927.434,5124.227,566.523,1439.037,370.092,367.812,413.147,662.972,51351.892,63.114,NA,NA,754,1
1412,BXD65b,CD,F,370,841.906,2033.653,6647.674,161.571,58.311,114.643,50.142,43.844,46.696,21370.108,10.815,16.253,29.68,754,1
1413,BXD65b,CD,F,370,1536.449,3792.909,23583.558,254.699,46.21,136.365,163.517,64.036,135.958,46160.838,21.703,32.498,33.33,754,1
1595,BXD65b,CD,F,415,1203.418,3798.987,33754.477,40.049,64.358,96.864,9.682,102.084,149.035,70118.02,27.6,29.267,44.81,754,1
1596,BXD65b,CD,F,415,557.65,1803.787,1735.812,192.379,52.261,10.285,67.243,71.853,174.123,47271.534,15.846,11.559,24.94,754,1
1558,BXD66,CD,F,354,215.964,1346.856,439.616,45.817,12.421,167.987,10.435,24.037,72.221,12829.929,20.343,8.728,21.58,637,2
2128,BXD66,CD,F,184,282.259,797.596,2815.814,32.991,NA,260.617,5.999,NA,136.932,8628.092,6.998,3.503,29.16,637,6
2127,BXD66,CD,F,184,87.775,1052.271,1099.464,65.386,NA,180.671,3.438,NA,50.864,3554.639,7.484,6.137,27.36,637,6
758,BXD67,CD,F,564,299.068,894.708,925.214,535.431,53.335,122.391,70.204,NA,108.266,25301.178,4.391,4.123,22.02,544,5
759,BXD67,CD,F,564,541.56,1017.479,1249.605,188.033,NA,143.636,25.444,NA,57.102,15460.808,1.689,4.102,22.78,544,5
1343,BXD67,CD,F,716,1822.988,8135.643,28006.285,1151.402,136.817,510.666,31.701,176.477,607.41,69525.099,71.988,73.221,23.48,544,1
1344,BXD67,CD,F,716,118.88,500.173,389.863,121.644,160.938,90.562,24.642,31.102,205.827,30023.775,11.586,2.233,27.03,544,1
1343,BXD67,CD,F,716,1822.988,8135.643,28006.285,1151.402,136.817,510.666,31.701,176.477,607.41,69525.099,71.988,73.221,23.48,544,1
1344,BXD67,CD,F,716,118.88,500.173,389.863,121.644,160.938,90.562,24.642,31.102,205.827,30023.775,11.586,2.233,27.03,544,1
1068,BXD68,CD,F,201,214.015,1030.467,2248.684,68.266,18.693,NA,11.557,22.353,101.506,4471.016,1.578,8.161,24.49,660,5
1069,BXD68,CD,F,201,364.119,620.643,5575.642,135.458,NA,34.591,23.551,NA,18.575,5475.006,2.662,6.48,28.58,660,5
1898,BXD68,CD,F,349,344.808,1327.214,1787.818,28.87,66.836,NA,8.854,47.72,73.654,4761.261,11.845,3.727,19.09,660,6
1899,BXD68,CD,F,349,239.994,1212.111,355.716,29.627,NA,NA,NA,NA,NA,1730.428,5.407,6.196,22.54,660,6
2316,BXD68,CD,F,735,185.586,930.406,2477.757,100.527,50.702,NA,11.166,NA,76.838,6938.672,9.482,NA,NA,660,7
1079,BXD68,CD,F,545,383.22,570.111,5820.627,33.166,100.609,276.117,32.173,145.265,60.973,43379.549,27.009,2.914,25.08,660,1
1080,BXD68,CD,F,545,405.226,1135.388,9547.422,182.258,100.609,125.744,35.947,26.7,51.036,23550.55,8.511,9.646,25.5,660,1
1079,BXD68,CD,F,545,383.22,570.111,5820.627,33.166,100.609,276.117,32.173,145.265,60.973,43379.549,27.009,2.914,25.08,660,1
1080,BXD68,CD,F,545,405.226,1135.388,9547.422,182.258,100.609,125.744,35.947,26.7,51.036,23550.55,8.511,9.646,25.5,660,1
591,BXD69,CD,F,558,2223.139,5712.157,9732.415,170.829,NA,113.534,19.072,11.442,140.587,16027.215,8.637,48.119,33.33,724,5
592,BXD69,CD,F,558,1954.089,3326.087,11038.887,80.979,6.512,409.797,4.451,NA,57.102,18135.18,15.45,25.864,31.81,724,5
2142,BXD69,CD,F,157,825.015,1677.7,2508.164,340.746,NA,210.78,44.339,NA,81.385,10064.503,9.482,11.113,23.92,724,6
1511,BXD70,CD,F,357,888.753,538.514,1144.045,146.252,44.253,218.691,10.018,20.437,68.687,19401.695,6.98,3.179,22.65,737,2
1512,BXD70,CD,F,357,118.044,633.666,1904.084,469.082,NA,86.879,21.749,NA,71.836,12431.728,0.406,5.064,23.91,737,2
1491,BXD70,CD,F,434,413.966,1195.773,752.646,67.626,62.333,207.017,13.992,NA,20.256,8954.299,8.443,4.046,20.89,737,7
1487,BXD70,CD,F,434,559.244,1181.524,13590.229,22.325,NA,NA,4.404,NA,44.929,8215.496,9.435,9.868,34.51,737,7
1486,BXD70,CD,F,434,356.32,1276.824,1949.749,94.986,45.858,NA,44.339,NA,96.175,4881.52,10.693,13.146,25.38,737,7
1855,BXD70,CD,F,261,511.367,754.688,2202.174,13.685,NA,NA,NA,NA,NA,4574.396,3.889,3.586,25.97,737,7
1936,BXD70,CD,F,261,124.997,161.073,1768.929,NA,NA,NA,NA,NA,NA,2994.909,4.051,0.951,24.67,737,7
2069,BXD70,CD,F,758,145.178,1205.146,92.398,75.49,11.131,NA,NA,NA,89.91,6704.443,70.122,NA,NA,737,7
2090,BXD70,CD,F,752,804.769,3920.606,27702.731,778.594,64.358,184.321,219.939,342.303,198.118,41320.027,41.477,NA,NA,737,1
2090,BXD70,CD,F,752,804.769,3920.606,27702.731,778.594,64.358,184.321,219.939,342.303,198.118,41320.027,41.477,NA,NA,737,1
2072,BXD73,CD,F,206,371.634,448.683,1094.992,NA,45.858,416.167,NA,NA,NA,4356.91,8.538,3.037,19.9,719,6
1859,BXD73,CD,F,259,510.568,860.18,2208.097,29.088,NA,352.082,NA,NA,24.706,5082.538,7.581,4.521,21.9,719,6
1450,BXD73,CD,F,361,631.811,896.254,747.899,25.13,43.384,708.373,6.99,50.122,32.528,7794.292,15.876,2.646,24.14,719,7
1451,BXD73,CD,F,361,346.143,937.03,1088.765,39.351,NA,258.188,12.266,NA,39.743,11054.052,5.911,6.477,24.38,719,7
1906,BXD73,CD,F,539,483.635,1291.795,3919.955,131.085,NA,NA,28.16,28.827,56.697,4136.347,6.211,NA,NA,719,7
1907,BXD73,CD,F,539,523.32,1095.919,NA,282.986,14.902,NA,55.328,41.751,109.51,5821.614,5.305,NA,NA,719,7
267,BXD73b,CD,F,377,375.811,587.231,10669.5,16.204,12.421,596.424,1.165,6.974,NA,5280.174,9.899,3.382,32.3,823,3
265,BXD73b,CD,F,377,207.81,538.514,1803.883,4.975,NA,377.232,26.871,24.037,NA,8671.969,13.177,2.598,23.9,823,3
1466,BXD73b,CD,F,497,252.058,1137.302,2368.196,33.186,50.702,408.864,11.72,NA,220.034,13367.22,13.26,7.37,23.54,823,7
2089,BXD73b,CD,F,743,341.241,1616.086,744.439,NA,170.438,245.302,43.051,48.34,142.626,9741.055,13.169,NA,NA,823,7
148,BXD77,CD,F,352,270.975,835.021,1744.163,428.335,NA,NA,83.978,39.491,134.349,9696.485,4.429,9.499,25,813,3
146,BXD77,CD,F,353,159.887,587.231,1217.415,165.72,NA,54.771,98.029,48.848,62.395,4126.075,2.811,3.298,25,813,3
31,BXD77,CD,F,757,NA,NA,162.428,233.273,34.312,NA,348.607,26.721,958.11,7225.55,7.537,NA,16.06,813,4
30,BXD77,CD,F,757,152.467,790.191,1339.08,615.682,45.776,19.833,49.413,NA,76.558,4997.873,0.635,5.177,24.4,813,4
1398,BXD77,CD,F,460,21.505,813.879,907.508,50.237,27.48,NA,11.444,NA,85.207,6757.508,5.305,5.508,26.44,813,6
1397,BXD77,CD,F,460,304.84,745.684,980.303,34.429,71.27,132.491,6.99,NA,58.41,39343.317,4.79,4.027,27.43,813,7
823,BXD79,CD,F,217,706.073,1111.346,1556.82,620.785,NA,243.806,42.734,14.429,140.656,17875.878,6.98,10.882,25.8,566,3
825,BXD79,CD,F,217,2848.562,1621.679,1973.98,195.698,199.881,95.957,167.498,43.607,337.24,22444.684,10.611,19.616,25.5,566,3
826,BXD79,CD,F,378,765.098,1939.734,7615.487,484.151,62.709,69.963,87.28,48.843,584.938,8969.487,15.28,15.921,30.76,566,4
824,BXD79,CD,F,378,234.527,805.71,5045.491,344.858,60.84,72.599,48.053,19.012,216.791,5861.599,7.351,6.903,31.24,566,4
831,BXD79,CD,F,570,138.758,227.866,200.213,258.601,281.688,254.775,22.68,NA,434.544,5292.828,9.54,0.673,24.73,566,5
832,BXD79,CD,F,570,1099.396,1839.093,6762.374,402.859,90.442,258.159,73.293,61.479,708.773,12624.602,27.951,18.935,35.51,566,5
1429,BXD79,CD,F,472,63.626,NA,NA,27.981,NA,NA,10.318,NA,95.24,3840.138,75.675,NA,23.61,566,6
1555,BXD79,CD,F,468,460.852,1011.921,1234.044,23.839,21.525,NA,21.616,NA,173.183,6036.204,7.581,7.577,27.95,566,6
1554,BXD79,CD,F,468,733.876,1046.638,1552.747,76.125,19.949,NA,20.584,NA,322.345,6790.758,11.063,8.742,27.83,566,6
301,BXD83,CD,F,553,1926.194,8285.661,425.169,681.606,23.884,54.771,97.066,239.973,371.42,9555.283,7.967,88.889,21.4,523,3
299,BXD83,CD,F,553,293.377,1432.541,426.168,381.621,4704.182,850.549,103.095,65.579,249.773,4517.629,6.48,8.355,22.7,523,3
638,BXD84,CD,F,385,120.122,582.671,1192.754,710.401,NA,67.293,22.97,24.264,132.279,6695.154,9.54,4.195,22.83,769,4
637,BXD84,CD,F,385,237.011,977.784,2187.939,424.784,141.138,NA,20.944,9.693,130.465,14604.356,5.942,5.702,23.49,769,4
615,BXD86,CD,F,544,660.289,2424.243,12169.866,468.962,133.962,122.391,283.43,416.609,560.449,14881.956,13.403,24.96,36.91,911,4
614,BXD86,CD,F,544,68.104,1548.896,12754.194,497.274,14.698,53.32,29.694,41.005,187.734,13500.533,16.963,16.17,37.9,911,4
252,BXD86,CD,F,731,538.348,263.841,882.535,266.865,41.973,34.591,7.959,NA,63.332,11506.91,3.285,1.558,21.33,911,5
254,BXD86,CD,F,746,318.101,1062.436,7346.144,224.707,53.335,27.56,117.673,93.064,319.1,16463.679,16.628,8.185,34.15,911,5
2452,BXD86,CD,F,376,316.826,882.072,3064.611,112.093,NA,NA,NA,NA,84.21,7211.965,2.709,NA,NA,911,7
549,BXD87,CD,F,200,332.058,1404.323,1638.577,400.646,12.421,104.517,61.734,43.607,67.063,11273.024,18.143,13.448,21.8,811,3
550,BXD87,CD,F,200,273.012,618.418,1048.811,221.347,12.421,127.893,107.716,33.691,162.105,17181.927,12.252,6.323,20.6,811,3
296,BXD87,CD,F,581,429.742,1460.083,278.742,405.778,2.226,104.431,39.186,35.789,225.896,5562.256,25.423,0,19.67,811,5
298,BXD87,CD,F,581,472.298,1419.352,2880.243,164.615,30.449,143.636,47.297,47.413,107.599,15663.517,14.26,8.175,22.75,811,5
897,BXD88,CD,F,716,87.398,692.623,100.351,84.333,71.949,120.426,6.989,32.173,86.079,5168.634,199.131,4.289,32.45,558,3
929,BXD88,CD,F,716,143.917,622.681,617.617,70.101,48.296,NA,12.536,NA,66.379,8184.733,17.397,3.587,26.36,558,6
554,BXD89,CD,F,193,559.821,563.184,1452.077,309.8,NA,54.771,25.128,40.883,96.238,74727.547,2.811,3.731,22.7,768,3
555,BXD89,CD,F,193,330.022,618.418,451.018,1016.069,739.228,95.957,33.317,38.078,431.662,13349.405,46.357,3.874,25.6,768,3
2077,BXD89,CD,F,444,325.94,NA,2360.991,59.326,NA,NA,14.381,NA,49.814,5153.796,5.911,NA,NA,768,7
2078,BXD89,CD,F,444,343.92,1106.541,8157.951,74.196,9.825,58.643,33.116,1.958,52.471,9097.922,20.528,NA,NA,768,1
2078,BXD89,CD,F,444,343.92,1106.541,8157.951,74.196,9.825,58.643,33.116,1.958,52.471,9097.922,20.528,NA,NA,768,1
365,BXD9,CD,F,348,6547.232,29496.546,23861.091,1212.786,114.405,86.879,11.26,48.206,121.452,49510.701,12.252,320.686,49.3,507,3
367,BXD9,CD,F,348,6069.924,7030.841,NA,459.012,71.949,180.03,30.127,71.106,195.397,69580.143,15.458,77.452,46.2,507,3
2577,BXD9,CD,F,245,566.688,1411.595,7666.454,242.124,NA,87.698,14.51,NA,92.975,18257.974,5.911,NA,NA,507,7
1006,BXD9,CD,F,548,1082.243,5402.776,279.665,429.623,106.646,133.75,27.933,90.916,107.948,48892.726,225.494,22.562,29.66,507,1
1006,BXD9,CD,F,548,1082.243,5402.776,279.665,429.623,106.646,133.75,27.933,90.916,107.948,48892.726,225.494,22.562,29.66,507,1
1096,BXD90,CD,F,732,401.241,3760.902,3965.236,664.33,44.253,315.075,89.027,43.607,101.029,12729.584,32.633,24.371,23.02,738,2
755,BXD90,CD,F,549,NA,227.866,130.687,274.745,NA,405.473,2.108,NA,324.144,7558.857,79.443,2.084,25.87,738,4
756,BXD90,CD,F,549,NA,620.643,NA,413.151,2.226,113.534,4.187,NA,233.005,2334.888,50.717,6.301,25.52,738,4
1702,BXD90,CD,F,188,286.401,1241.832,84.188,73.178,227.216,77.223,9.682,169.612,3762.005,29652.02,29.574,10.282,20.09,738,1
1702,BXD90,CD,F,188,286.401,1241.832,84.188,73.178,227.216,77.223,9.682,169.612,3762.005,29652.02,29.574,10.282,20.09,738,1
883,BXD91,CD,F,562,1006.433,1577.7,6114.932,61.608,NA,NA,3.66,NA,43.47,14069.856,5.464,9.769,29.26,925,5
884,BXD91,CD,F,562,716.182,1224.509,2487.641,91.08,53.335,247.959,11.557,NA,84.269,18257.89,8.818,10.844,25.7,925,5
1270,BXD95,CD,F,366,354.393,NA,1879.183,122.682,60.84,95.044,18.642,NA,67.181,11661.446,8.637,NA,32.36,614,4
1271,BXD95,CD,F,366,504.135,432.513,1201.552,149.444,6.512,85.324,25.882,11.442,44.509,15829.778,18.293,4.173,26.97,614,4
1564,BXD95,CD,F,644,190.079,698.156,346.005,36.366,94.728,NA,11.026,NA,55.955,8580.816,11.109,3.519,24.92,614,6
1565,BXD95,CD,F,536,192.152,679.817,404.579,73.178,166.967,45.902,15.271,52.05,301.809,50265.314,36.902,3.426,20.76,614,1
1742,BXD95,CD,F,536,116.382,235.724,320.977,22.496,34.098,NA,2.306,125.733,526.315,33452.163,22.095,1.782,24.79,614,1
1565,BXD95,CD,F,536,192.152,679.817,404.579,73.178,166.967,45.902,15.271,52.05,301.809,50265.314,36.902,3.426,20.76,614,1
1742,BXD95,CD,F,536,116.382,235.724,320.977,22.496,34.098,NA,2.306,125.733,526.315,33452.163,22.095,1.782,24.79,614,1
1524,BXD98,CD,F,384,897.708,3058.05,304.41,23.457,52.261,90.562,12.007,129.314,304.61,81450.64,16.235,27.082,22.32,623,1
1769,BXD98,CD,F,384,89.671,730.142,103.388,45.996,58.311,77.223,17.608,116.717,159.504,21677.539,13.131,5.94,21.88,623,1
2251,BXD98,CD,F,531,128.625,601.591,126.726,92.625,154.909,84.028,16.206,43.844,52.471,16194.095,25.631,NA,NA,623,1
2252,BXD98,CD,F,531,257.568,913.072,146.385,89.539,70.404,161.257,33.116,43.844,19.066,24944.153,27.6,NA,NA,623,1
1524,BXD98,CD,F,384,897.708,3058.05,304.41,23.457,52.261,90.562,12.007,129.314,304.61,81450.64,16.235,27.082,22.32,623,1
1769,BXD98,CD,F,384,89.671,730.142,103.388,45.996,58.311,77.223,17.608,116.717,159.504,21677.539,13.131,5.94,21.88,623,1
2251,BXD98,CD,F,531,128.625,601.591,126.726,92.625,154.909,84.028,16.206,43.844,52.471,16194.095,25.631,NA,NA,623,1
2252,BXD98,CD,F,531,257.568,913.072,146.385,89.539,70.404,161.257,33.116,43.844,19.066,24944.153,27.6,NA,NA,623,1
1354,BXD99,CD,F,535,618.741,1460.434,1235.359,351.07,169.677,161.756,20.843,78.546,98.654,23369.804,15.909,7.991,22.8,616,2
1679,C57BL/6J,CD,F,359,99.66,NA,1977.288,84.918,NA,66.565,3.151,6.974,37.395,16473.053,NA,NA,23.06,828,2
526,C57BL/6J,CD,F,215,152.746,137.172,2934.752,41.238,468.755,167.987,11.26,24.037,34.966,17076.057,7.967,0.405,22.8,828,3
527,C57BL/6J,CD,F,215,421.581,538.514,3722.142,213.3,34.353,77.15,32.483,18.531,62.833,27309.425,7.476,6.747,25.7,828,3
689,C57BL/6J,CD,F,739,NA,NA,491.851,58.251,14.698,113.534,5.787,NA,NA,8336.176,11.667,NA,24.29,828,5
927,C57BL/6J,CD,F,734,65.493,484.133,1962.25,NA,1328.739,530.492,NA,NA,23.93,3512.014,15.113,0.453,28.68,828,6
1764,C57BL/6J,CD,F,537,348.363,688.086,1888.882,126.48,NA,NA,2.146,NA,70.177,7776.639,2.227,5.747,35.34,828,6
1103,C57BL/6J,CD,F,537,353.133,1598.248,14626.773,263.358,329.526,141.519,49.194,83.365,155.82,32260.153,21.311,11.277,27.83,828,1
1680,C57BL/6J,CD,F,182,80.855,928.38,1022.61,59.007,106.646,131.109,19.949,85.261,176.542,60863.464,28.389,8.289,19.72,828,1
1680,C57BL/6J,CD,F,182,80.855,928.38,1022.61,59.007,106.646,131.109,19.949,85.261,176.542,60863.464,28.389,8.289,19.72,828,1
1103,C57BL/6J,CD,F,537,353.133,1598.248,14626.773,263.358,329.526,141.519,49.194,83.365,155.82,32260.153,21.311,11.277,27.83,828,1
1162,D2B6F1,CD,F,744,495.844,2338.936,6932.646,123.654,6.512,99.776,2.62,NA,2.076,7764.906,7.997,21.387,42.05,792,4
1165,D2B6F1,CD,F,744,824.385,2396.049,8851.701,80.776,6.512,10.829,1.353,16.16,54.328,12035.894,5.847,23.635,43.9,792,4
1169,D2B6F1,CD,F,370,281.545,1680.26,3673.171,108.976,41.973,NA,NA,NA,NA,2739.842,9.719,12.582,38.63,792,4
1170,D2B6F1,CD,F,370,806.856,1610.837,7547.638,208.758,NA,NA,14.086,NA,56.185,8041.473,0.881,14.498,41.62,792,4
1153,D2B6F1,CD,F,210,901.905,851.04,10744.64,48.48,2.226,126.737,2.62,NA,NA,15103.747,0.376,5.515,37.96,792,5
1154,D2B6F1,CD,F,210,843.912,1087.526,10742.434,8.149,NA,122.391,0.862,NA,NA,5797.948,2.02,11.51,41.77,792,5
645,D2B6F1,CD,F,545,1153.17,2016.834,10918.444,150.778,227.784,284.709,35.461,39.984,283.218,12174.253,7.351,16.554,35.75,792,5
646,D2B6F1,CD,F,545,1116.019,2486.841,9543.293,205.995,18.693,NA,33.236,20.375,70.923,11702.862,15.111,28.827,48.47,792,5
1443,D2B6F1,CD,F,500,1059.483,1457.712,NA,105.924,14.902,NA,11.166,NA,45.485,8112.57,4.424,10.076,46.38,792,6
1146,DBA/2J,CD,F,212,1175.678,790.191,7719.405,84.832,68.298,151.828,10.999,13.882,33.462,12286.396,4.093,4.495,30.31,652,5
1147,DBA/2J,CD,F,212,838.343,880.324,5056.603,285.096,57.094,53.32,51.534,NA,128.027,16255.922,2.662,8.874,29.18,652,5
1885,DBA/2J,CD,F,344,432.798,1023.674,923.476,47.309,NA,NA,22.07,NA,100.782,4500.686,8.157,6.486,26.02,652,6
1886,DBA/2J,CD,F,344,1065.549,1470.283,2674.652,177.017,24.564,NA,18.946,46.107,141.71,10531.867,10.322,8.363,26.01,652,6
1812,DBA/2J,CD,F,532,614.554,1686.932,931.411,45.996,64.358,70.097,58.21,60.079,66.549,14493.496,24.844,NA,NA,652,1
